Ria,Coast,RiaCoast,LocNumRiaCoast,LocNumCumulative,LocName,Latitude,Longitude,DistanceRiver_Absolute,DistanceRiver_Normalized,Rock_Type,Wave_Mean,Ascophyllum_Coverage,Barnacles_Coverage,Corallina_Presence,FabalisObtusata_Presence,Fucus_Coverage,Gibbula_Presence,Lichina_Coverage,Littorea_Presence,Melarhaphe_Presence,Mytilus_Coverage,Nucella_Presence,Pelvetia_Coverage,Phorcus_Presence,EcolPC1,EcolPC2,Cluster,SaxatilisDensity_Mean,SaxatilisDensity_SD,IndividualNumCumulative,IndividualNumLoc,IDCodeName,IDCodeNameColorMorph,ShellSculpture,ColorMorph,Scars,ShellLength,ShellThickness,CS,RW1,RW2,RW3,SculpturedShell,Lineata,Fulva,RW1_Z,RW2_Z,ShellLength_Z,ShellThickness_Rel
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,11,11,Vigo_North_PuntaCabalo_11,Vigo_North_PuntaCabalo_11_fulva,Rudis,Fulva,Absent,10.5,0.593,1.343511616,-0.023379462,0.091453823,-0.033008522,0,0,1,-0.400193745,2.487585127,1.932642357,0.156384805
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,12,12,Vigo_North_PuntaCabalo_12,Vigo_North_PuntaCabalo_12_fulva,Rudis,Fulva,Present,7.4,0.469,0.950459323,-0.047918841,0.050074635,0.001292287,0,0,1,-0.82011416,1.362052599,0.030911775,0.167249802
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,13,13,Vigo_North_PuntaCabalo_13,Vigo_North_PuntaCabalo_13_fulva,Rudis,Fulva,Present,9.3,0.275,1.14328586,-0.002438381,0.077890826,-0.031394831,0,0,1,-0.041847781,2.118665507,1.196488583,-0.526902084
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,14,14,Vigo_North_PuntaCabalo_14,Vigo_North_PuntaCabalo_14_fulva,Rudis,Fulva,Absent,7.2,0.317,0.848374751,-0.062696507,0.035555809,-0.078228505,0,0,1,-1.072991123,0.967134,-0.091780521,-0.205230413
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,15,15,Vigo_North_PuntaCabalo_15,Vigo_North_PuntaCabalo_15_fulva,Rudis,Fulva,Present,9.8,0.425,1.307311649,0.010544856,0.043326976,0.010318477,0,0,1,0.180322726,1.178513238,1.503219322,-0.128320919
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,16,16,Vigo_North_PuntaCabalo_16,Vigo_North_PuntaCabalo_16_fulva,Rudis,Fulva,Present,9.3,0.405,1.142555801,-0.034595803,0.075955139,-0.02667712,0,0,1,-0.592128943,2.06601395,1.196488583,-0.139786115
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,17,17,Vigo_North_PuntaCabalo_17,Vigo_North_PuntaCabalo_17_fulva,Rudis,Fulva,Absent,9.8,0.455,1.227887458,-0.067687378,0.068632066,-0.017575105,0,0,1,-1.158395429,1.86682307,1.503219322,-0.060112669
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,18,18,Vigo_North_PuntaCabalo_18,Vigo_North_PuntaCabalo_18_fulva,Rudis,Fulva,Present,9.5,0.42,1.170319517,-0.012802262,0.085964916,-0.04004177,0,0,1,-0.219195594,2.338284387,1.319180879,-0.118344876
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,19,19,Vigo_North_PuntaCabalo_19,Vigo_North_PuntaCabalo_19_fulva,Rudis,Fulva,Absent,9.6,0.293,1.18532937,0.036058148,0.053975825,-0.045605548,0,0,1,0.616908842,1.468166722,1.380527027,-0.485772748
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,20,20,Vigo_North_PuntaCabalo_20,Vigo_North_PuntaCabalo_20_fulva,Rudissima,Fulva,Absent,7,0.369,0.879899969,-0.096527406,-0.003018599,-0.0196778,0,0,1,-1.651908999,-0.082107251,-0.214472816,-0.033573262
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,21,21,Vigo_North_PuntaCabalo_21,Vigo_North_PuntaCabalo_21_fulva,Rudis,Fulva,Absent,9,0.208,1.123968117,0.009572536,0.039810832,-0.02077378,0,0,1,0.163684285,1.08287254,1.01245014,-0.783132563
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,22,22,Vigo_North_PuntaCabalo_22,Vigo_North_PuntaCabalo_22_fulva,Rudis,Fulva,Present,8,0.326,1.011409678,-0.035172376,0.032597317,-0.010877107,0,0,1,-0.60199532,0.886661687,0.398988662,-0.251146744
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,23,23,Vigo_North_PuntaCabalo_23,Vigo_North_PuntaCabalo_23_fulva,Rudis,Fulva,Absent,7.5,0.32,0.929399331,-0.021783295,0.080469674,-0.058716799,0,0,1,-0.372879968,2.188811333,0.092257923,-0.224448416
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,24,24,Vigo_North_PuntaCabalo_24,Vigo_North_PuntaCabalo_24_fulva,Rudis,Fulva,Absent,8.2,0.301,1.039775101,-0.041423285,0.036042798,0.007517511,0,0,1,-0.708961528,0.98038032,0.521680957,-0.348256089
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,25,25,Vigo_North_PuntaCabalo_25,Vigo_North_PuntaCabalo_25_fulva,Rudis,Fulva,Absent,9.6,0.534,1.169179216,-0.051119399,0.091096718,-0.017010121,0,0,1,-0.874882442,2.47787171,1.380527027,0.114450482
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,26,26,Vigo_North_PuntaCabalo_26,Vigo_North_PuntaCabalo_26_fulva,Rudis,Fulva,Absent,7.2,0.29,0.88453121,0.029402489,0.026497769,-0.068793556,0,0,1,0.503016511,0.720751237,-0.091780521,-0.294251264
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,27,27,Vigo_North_PuntaCabalo_27,Vigo_North_PuntaCabalo_27_fulva,Rudis,Fulva,Absent,5.8,0.525,0.723305906,-0.070973275,0.019405371,-0.035687312,0,0,1,-1.214624041,0.527834821,-0.95062659,0.450949741
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,28,28,Vigo_North_PuntaCabalo_28,Vigo_North_PuntaCabalo_28_fulva,Rudis,Fulva,Present,7.3,0.373,0.918921382,-0.029392126,0.024615434,-0.043612735,0,0,1,-0.503083079,0.669550878,-0.030434373,-0.052229984
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,29,29,Vigo_North_PuntaCabalo_29,Vigo_North_PuntaCabalo_29_fulva,Rudis,Fulva,Present,10.5,0.447,1.285962797,-0.052683768,0.032662785,-0.032001885,0,0,1,-0.901652088,0.888442446,1.932642357,-0.126250999
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,30,30,Vigo_North_PuntaCabalo_30,Vigo_North_PuntaCabalo_30_fulva,Rudis,Fulva,Present,9,0.362,1.085828961,0.008218036,0.043693649,-0.057090167,0,0,1,0.14050594,1.188486909,1.01245014,-0.229026431
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,31,31,Vigo_North_PuntaCabalo_31,Vigo_North_PuntaCabalo_31_fulva,Rudis,Fulva,Absent,7.8,0.361,0.997865876,-0.013856107,0.041241609,-0.001673428,0,0,1,-0.2372291,1.121790318,0.276296366,-0.131405355
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,32,32,Vigo_North_PuntaCabalo_32,Vigo_North_PuntaCabalo_32_fulva,Rudis,Fulva,Present,8.1,0.262,0.975524659,-0.064214612,0.042988779,-0.062628591,0,0,1,-1.098969094,1.169314128,0.46033481,-0.478414201
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,33,33,Vigo_North_PuntaCabalo_33,Vigo_North_PuntaCabalo_33_fulva,Rudis,Fulva,Present,9,0.338,1.108279294,-0.023024668,0.095530561,-0.039692035,0,0,1,-0.394122473,2.598474235,1.01245014,-0.297624748
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,34,34,Vigo_North_PuntaCabalo_34,Vigo_North_PuntaCabalo_34_fulva,Rudissima,Fulva,Absent,10.2,0.522,1.281137001,-0.096397313,0.052864162,-0.003107877,0,0,1,-1.649682834,1.437928988,1.748603914,0.049193174
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,35,35,Vigo_North_PuntaCabalo_35,Vigo_North_PuntaCabalo_35_fulva,Rudis,Fulva,Absent,7,0.387,0.854542187,-0.042095096,0.024227146,-0.050162469,0,0,1,-0.720457627,0.65898927,-0.214472816,0.014054787
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,36,36,Vigo_North_PuntaCabalo_36,Vigo_North_PuntaCabalo_36_lutea,Rudis,Lutea,Present,7.7,0.398,0.961325257,-0.008523097,0.056550111,-0.021951307,0,0,0,-0.145970076,1.538188459,0.214950218,-0.024779382
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,37,37,Vigo_North_PuntaCabalo_37,Vigo_North_PuntaCabalo_37_lutea,Rudis,Lutea,Absent,10.1,0.319,1.250197923,-0.053604158,0.06700128,0.000287223,0,0,0,-0.917401898,1.822464957,1.687257766,-0.436371781
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,38,38,Vigo_North_PuntaCabalo_38,Vigo_North_PuntaCabalo_38_lutea,Rudis,Lutea,Present,5.5,0.31,0.713883835,-0.047685399,0.001741084,-0.036376521,0,0,0,-0.816119476,0.047358268,-1.134665034,-0.038618907
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,39,39,Vigo_North_PuntaCabalo_39,Vigo_North_PuntaCabalo_39_lutea,Rudis,Lutea,Absent,9.5,0.423,1.167846381,0.010785991,0.093142817,-0.043842016,0,0,0,0.184449054,2.533526524,1.319180879,-0.111227408
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,40,40,Vigo_North_PuntaCabalo_40,Vigo_North_PuntaCabalo_40_lutea,Rudis,Lutea,Absent,8.1,0.296,0.996570691,-0.084054302,0.033456879,-0.058141116,0,0,0,-1.438467941,0.91004216,0.46033481,-0.35639925
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,41,41,Vigo_North_PuntaCabalo_41,Vigo_North_PuntaCabalo_41_lutea,Rudis,Lutea,Absent,7.6,0.406,0.957430893,-0.009579199,0.05348123,-0.018630197,0,0,0,-0.164042204,1.454713515,0.153604071,0.004292028
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,42,42,Vigo_North_PuntaCabalo_42,Vigo_North_PuntaCabalo_42_lutea,Rudis,Lutea,Present,10.8,0.446,1.340706913,-0.020989473,0.048611006,-0.019116357,0,0,0,-0.359296003,1.322241231,2.116680801,-0.148252923
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,43,43,Vigo_North_PuntaCabalo_43,Vigo_North_PuntaCabalo_43_lutea,Rudis,Lutea,Absent,10.2,0.394,1.237886424,-0.029899808,0.087678239,-0.037152177,0,0,0,-0.511770586,2.384887544,1.748603914,-0.232123504
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,44,44,Vigo_North_PuntaCabalo_44,Vigo_North_PuntaCabalo_44_lutea,Rudis,Lutea,Present,8.4,0.413,1.057563004,-0.061825947,0.050342479,-0.029720888,0,0,0,-1.05809401,1.369338076,0.644373253,-0.048823544
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,45,45,Vigo_North_PuntaCabalo_45,Vigo_North_PuntaCabalo_45_lutea,Rudis,Lutea,Present,7.8,0.354,0.992304206,0.031040765,0.048773436,-0.011191661,0,0,0,0.531050861,1.3266594,0.276296366,-0.150986401
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,46,46,Vigo_North_PuntaCabalo_46,Vigo_North_PuntaCabalo_46_lutea,Rudis,Lutea,Present,7.5,0.272,0.925376953,-0.001156048,0.056988722,-0.038990067,0,0,0,-0.019904364,1.550118875,0.092257923,-0.386967345
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,47,47,Vigo_North_PuntaCabalo_47,Vigo_North_PuntaCabalo_47_lutea,Rudis,Lutea,Absent,10.7,0.374,1.289426706,-0.014787496,0.088371749,-0.048519486,0,0,0,-0.253167126,2.403751328,2.055334653,-0.317790313
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,48,48,Vigo_North_PuntaCabalo_48,Vigo_North_PuntaCabalo_48_lutea,Rudis,Lutea,Absent,7.4,0.354,0.925307729,-0.037574059,0.032497437,-0.042845134,0,0,0,-0.64309317,0.883944906,0.030911775,-0.114056054
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,49,49,Vigo_North_PuntaCabalo_49,Vigo_North_PuntaCabalo_49_lutea,Rudis,Lutea,Absent,10.7,0.47,1.358323225,-0.059912545,0.043116957,-0.001606258,0,0,0,-1.025351675,1.172800627,2.055334653,-0.089313416
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,50,50,Vigo_North_PuntaCabalo_50,Vigo_North_PuntaCabalo_50_fusca,Rudis,Fusca,Absent,7.6,0.404,0.954693983,0.034561102,0.033593137,-0.05435828,0,0,0,0.591291235,0.913748439,0.153604071,-0.000646253
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,51,51,Vigo_North_PuntaCabalo_51,Vigo_North_PuntaCabalo_51_fusca,Rudis,Fusca,Absent,7.7,0.355,0.97851439,0.039850783,0.039906816,-0.043365418,0,0,0,0.681808809,1.085483348,0.214950218,-0.139113598
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,52,52,Vigo_North_PuntaCabalo_52,Vigo_North_PuntaCabalo_52_fusca,Rudis,Fusca,Absent,9.4,0.468,1.199778891,-0.098486172,0.041894037,-0.000867692,0,0,0,-1.685427607,1.139536653,1.257834731,-0.002707787
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,53,53,Vigo_North_PuntaCabalo_53,Vigo_North_PuntaCabalo_53_fusca,Rudis,Fusca,Absent,6.4,0.338,0.775548864,0.012005486,0.044874154,-0.092278267,0,0,0,0.205317179,1.220597176,-0.582549703,-0.058459774
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,54,54,Vigo_North_PuntaCabalo_54,Vigo_North_PuntaCabalo_54_fusca,Rudis,Fusca,Absent,7.8,0.369,0.948877981,0.047154992,0.019201305,-0.080052603,0,0,0,0.806799195,0.522284134,0.276296366,-0.10948667
Vigo,North,VigoNorth,1,1,PuntaCabalo,42.327439,-8.636611,7067,0.13,AlkalineGranitoids,0.25,5,0,0,1,5,0,0,0,0,1,0,2,0,-4.215160887,-2.440673944,WaveSheltered,89,16.64,55,55,Vigo_North_PuntaCabalo_55,Vigo_North_PuntaCabalo_55_fusca,Rudis,Fusca,Absent,9.1,0.318,1.16874048,0.055539124,0.030581404,-0.020611553,0,0,0,0.950269337,0.831827946,1.073796288,-0.366370882
